id,version,side,win,ban1,ban2,ban3,ban4,ban5,champion1,champion2,champion3,champion4,champion5,tower_kills,inhibitor_kills ,dragon_kills,rift_herald_kills,baron_kills,first_tower,first_inhibitor,first_dragon,first_rift_herald,first_baron
3320842460,10.5.312.392,Side.blue,False,Vel'Koz,Ekko,Shaco,Nautilus,Ryze,Teemo,Galio,Vayne,Graves,Bard,3,0,0,1,0,True,False,False,True,False
3320842460,10.5.312.392,Side.red,True,Darius,Sett,Katarina,Blitzcrank,Senna,Thresh,Miss Fortune,Master Yi,Jax,Viktor,10,2,4,0,1,False,True,True,False,True
3320842452,10.5.312.392,Side.blue,True,Teemo,LeBlanc,Darius,Senna,Sett,Fizz,Jinx,Trundle,Olaf,Morgana,8,2,2,2,0,True,True,True,True,False
3320842452,10.5.312.392,Side.red,False,Master Yi,Annie,Darius,Blitzcrank,Yasuo,Garen,Tristana,Janna,Jax,Lux,0,0,1,0,0,False,False,False,False,False
3320842443,10.5.312.392,Side.blue,True,Sett,Syndra,Garen,Tryndamere,Nautilus,Malphite,Yasuo,Lulu,Vayne,Kha'Zix,8,1,2,2,0,True,True,True,True,False
3320842443,10.5.312.392,Side.red,False,Garen,Master Yi,Darius,Vladimir,Diana,Gnar,Poppy,Veigar,Swain,Sylas,1,0,1,0,0,False,False,False,False,False
3320842438,10.5.312.392,Side.blue,True,Veigar,Diana,Fiora,Master Yi,Brand,Jinx,Alistar,Jax,Fizz,Mordekaiser,8,1,2,1,0,True,True,True,True,False
3320842438,10.5.312.392,Side.red,False,Shaco,Illaoi,Teemo,Camille,Blitzcrank,Ekko,Yuumi,Kai'Sa,Yasuo,Volibear,0,0,0,0,0,False,False,False,False,False
3320842425,10.5.312.392,Side.blue,False,Yasuo,Darius,Brand,Vayne,Olaf,Draven,Braum,Lux,Garen,Lee Sin,4,1,1,0,1,False,True,False,False,True
3320842425,10.5.312.392,Side.red,True,Aphelios,Fizz,Darius,Caitlyn,NONE,Tristana,Nautilus,Dr. Mundo,Sylas,Shyvana,8,1,4,0,1,True,False,True,False,False
3320842424,10.5.312.392,Side.blue,False,Aatrox,Nocturne,Malzahar,Sett,Neeko,Sylas,Teemo,Zed,Ashe,Maokai,0,0,2,1,0,False,False,False,True,False
3320842424,10.5.312.392,Side.red,True,Master Yi,Nautilus,Yasuo,Mordekaiser,NONE,Miss Fortune,Vel'Koz,Lux,Illaoi,Kayn,11,4,3,1,1,True,True,True,False,True
3320842421,10.5.312.392,Side.blue,True,Kassadin,Twisted Fate,Ornn,Lee Sin,Thresh,Pantheon,Taliyah,Caitlyn,Lux,Senna,8,1,2,1,1,False,False,False,False,True
3320842421,10.5.312.392,Side.red,False,Karthus,Fiora,Zac,Syndra,LeBlanc,Gragas,Quinn,Cassiopeia,Yuumi,Aphelios,7,1,3,1,0,True,True,True,True,False
3320842420,10.5.312.392,Side.blue,True,Master Yi,Darius,Blitzcrank,Ekko,Senna,Diana,Yasuo,Fiora,Tristana,Morgana,11,4,3,0,1,False,True,False,False,False
3320842420,10.5.312.392,Side.red,False,Master Yi,Thresh,Leona,Mordekaiser,Garen,Nami,Lucian,Sett,Skarner,Syndra,7,1,4,2,2,True,False,True,True,True
3320842406,10.5.312.392,Side.blue,True,Sylas,Swain,Diana,Katarina,Cassiopeia,Kindred,Bard,Kai'Sa,Syndra,Sett,5,0,3,1,0,False,False,True,False,False
3320842406,10.5.312.392,Side.red,False,Aphelios,Senna,Kassadin,Soraka,Yuumi,Darius,Ekko,Lucian,Nami,Malzahar,4,0,0,1,0,True,False,False,True,False
3320842402,10.5.312.392,Side.blue,True,Miss Fortune,Master Yi,Teemo,Olaf,Evelynn,Fizz,Vayne,Thresh,Nocturne,Volibear,6,0,2,1,0,True,False,True,True,False
3320842402,10.5.312.392,Side.red,False,Master Yi,Senna,Ezreal,Katarina,Darius,Ahri,Hecarim,Akali,Kai'Sa,Yuumi,0,0,0,0,0,False,False,False,False,False
3320842401,10.5.312.392,Side.blue,True,Darius,Aphelios,Pyke,Fizz,Lee Sin,Miss Fortune,Ornn,Zac,Vi,Blitzcrank,9,1,4,0,1,False,True,True,False,True
3320842401,10.5.312.392,Side.red,False,Diana,Aphelios,Nautilus,Rek'Sai,Leona,Morgana,Kai'Sa,Ekko,Kha'Zix,Karma,3,0,0,0,0,True,False,False,False,False
3320842399,10.5.312.392,Side.blue,True,Yasuo,Darius,Leona,Sett,Master Yi,Karma,Twitch,Mordekaiser,Viktor,Garen,10,2,2,0,1,False,True,False,False,True
3320842399,10.5.312.392,Side.red,False,Yasuo,Diana,Caitlyn,Nautilus,Fiora,Yuumi,Jarvan IV,Tristana,Aatrox,Kassadin,6,0,3,1,0,True,False,True,True,False
3320842398,10.5.312.392,Side.blue,False,Ashe,Brand,Fizz,Master Yi,Darius,Xin Zhao,Kassadin,Senna,Caitlyn,Sett,0,0,3,0,0,False,False,True,False,False
3320842398,10.5.312.392,Side.red,True,Mordekaiser,Lux,Pyke,Darius,Jinx,Nami,Veigar,Ryze,Tryndamere,Miss Fortune,8,2,0,0,0,True,True,False,False,False
3320842387,10.5.312.392,Side.blue,True,Aphelios,Zac,Darius,Fizz,Yuumi,Sivir,Bard,Janna,Talon,Warwick,9,2,3,2,0,True,True,True,True,False
3320842387,10.5.312.392,Side.red,False,Nautilus,Yasuo,Illaoi,Rammus,Morgana,Sett,Lee Sin,Jhin,Alistar,Annie,0,0,0,0,0,False,False,False,False,False
3320842386,10.5.312.392,Side.blue,True,Sylas,Katarina,Lee Sin,Leona,Teemo,Zilean,Renekton,Sivir,Viktor,Hecarim,11,4,3,1,1,True,True,True,False,True
3320842386,10.5.312.392,Side.red,False,Ekko,Yasuo,Ornn,Aphelios,Diana,Shen,Pyke,Jhin,Rengar,Braum,2,0,1,1,0,False,False,False,True,False
3320842383,10.5.312.392,Side.blue,True,Yasuo,Warwick,Tryndamere,Blitzcrank,Sylas,Caitlyn,Lux,Tristana,Shen,Vi,2,0,1,0,0,True,False,False,False,False
3320842383,10.5.312.392,Side.red,False,Aphelios,Yasuo,Darius,Shaco,Heimerdinger,Pyke,Draven,Master Yi,Illaoi,Wukong,0,0,1,0,0,False,False,True,False,False
3320842382,10.5.312.392,Side.blue,False,Fizz,Zed,Olaf,Garen,Diana,Sylas,Nautilus,Caitlyn,Warwick,Tahm Kench,0,0,0,0,0,False,False,False,False,False
3320842382,10.5.312.392,Side.red,True,Vladimir,Tryndamere,Leona,Shaco,Aphelios,Jinx,Darius,Pyke,Sett,Bard,3,0,2,2,0,True,False,True,True,False
3320842374,10.5.312.392,Side.blue,True,Yasuo,Sett,Ornn,Darius,Morgana,Ziggs,Ashe,Evelynn,Diana,Garen,4,0,1,1,0,True,False,False,True,False
3320842374,10.5.312.392,Side.red,False,Fiora,Darius,Sett,Fizz,Ekko,Galio,Jhin,Olaf,Tryndamere,Fiddlesticks,0,0,1,0,0,False,False,True,False,False
3320842372,10.5.312.392,Side.blue,True,Sivir,Kalista,Sett,Urgot,Malphite,Jhin,Taliyah,Blitzcrank,Garen,Zed,9,2,1,0,0,True,True,False,False,False
3320842372,10.5.312.392,Side.red,False,Morgana,Fizz,Brand,Akali,Xerath,Vi,Kassadin,Kai'Sa,Sylas,Nautilus,4,0,2,1,1,False,False,True,True,True
3320842354,10.5.312.392,Side.blue,False,Garen,Zyra,Pyke,Zed,Olaf,Graves,Sett,Lux,Vel'Koz,Miss Fortune,3,0,2,0,0,True,False,True,False,False
3320842354,10.5.312.392,Side.red,True,Garen,Yasuo,Blitzcrank,Nocturne,Dr. Mundo,Singed,Nautilus,Varus,Zac,Malzahar,7,0,2,1,0,False,False,False,True,False
3320842351,10.5.312.392,Side.blue,False,Morgana,Darius,Tryndamere,Yasuo,Aphelios,Thresh,Caitlyn,Fizz,Kayn,Cho'Gath,6,1,1,1,1,True,True,True,True,True
3320842351,10.5.312.392,Side.red,True,Yasuo,Zed,Tristana,Garen,Shaco,Sett,Ryze,Ekko,Malphite,Miss Fortune,9,1,5,0,1,False,False,False,False,False
3320842348,10.5.312.392,Side.blue,True,Kassadin,Miss Fortune,Zoe,Ekko,Senna,Xerath,Sett,Rammus,Lucian,Thresh,8,1,2,0,1,False,True,False,False,True
3320842348,10.5.312.392,Side.red,False,Diana,Yasuo,Sylas,Aphelios,Darius,Vi,Cassiopeia,Garen,Caitlyn,Zilean,3,0,2,1,0,True,False,True,True,False
3320842345,10.5.312.392,Side.blue,False,Sett,Master Yi,Cassiopeia,Vayne,Morgana,Jarvan IV,Poppy,Jhin,Sylas,Yuumi,1,0,2,0,0,False,False,False,False,False
3320842345,10.5.312.392,Side.red,True,Fiora,Ekko,Master Yi,Lee Sin,Taric,Zilean,Darius,Kayn,Caitlyn,Lux,8,1,2,0,1,True,True,True,False,True
3320842344,10.5.312.392,Side.blue,True,Caitlyn,Diana,Ornn,Vayne,Sett,Taric,Rammus,Senna,Kayle,Zed,7,1,4,0,0,False,True,True,False,False
3320842344,10.5.312.392,Side.red,False,Fiora,Aphelios,Ornn,Karthus,Ekko,Lissandra,Illaoi,Miss Fortune,Master Yi,Leona,3,0,0,1,0,True,False,False,True,False
3320842338,10.5.312.392,Side.blue,True,Warwick,Yasuo,Leona,Vayne,Teemo,Vi,Lux,Tryndamere,Ornn,Senna,10,2,3,0,1,False,True,True,False,True
3320842338,10.5.312.392,Side.red,False,Vel'Koz,Ashe,Garen,Yasuo,Aatrox,Blitzcrank,Master Yi,Trundle,Kai'Sa,Pantheon,4,0,2,2,0,True,False,False,True,False
3320842333,10.5.312.392,Side.blue,True,Zed,Diana,Darius,Akali,Nautilus,Bard,Lee Sin,Ekko,Varus,Sylas,8,2,4,1,1,True,True,True,True,True
3320842333,10.5.312.392,Side.red,False,Yuumi,Yasuo,Talon,Nocturne,Sett,Fiora,Vladimir,Vi,Leona,Jinx,4,0,1,0,0,False,False,False,False,False
3320842321,10.5.312.392,Side.blue,True,Sett,Hecarim,Bard,Fizz,Nautilus,Annie,Aphelios,Lucian,Warwick,Blitzcrank,10,4,2,1,2,False,True,True,True,True
3320842321,10.5.312.392,Side.red,False,Master Yi,Jax,Sett,Yasuo,Garen,Darius,Shaco,Rek'Sai,Mordekaiser,Ahri,3,0,4,0,1,True,False,False,False,False
3320842320,10.5.312.392,Side.blue,True,Blitzcrank,NONE,Leona,Cassiopeia,Mordekaiser,Karthus,Lux,Olaf,Pyke,Jhin,1,0,2,1,0,True,False,True,True,False
3320842320,10.5.312.392,Side.red,False,Evelynn,Darius,Miss Fortune,Diana,Draven,Lulu,Jax,Caitlyn,Malphite,Yasuo,0,0,0,0,0,False,False,False,False,False
3320842298,10.5.312.392,Side.blue,False,Master Yi,Caitlyn,Sett,Miss Fortune,Blitzcrank,Pyke,Fizz,Garen,Xayah,Graves,0,0,0,0,0,False,False,False,False,False
3320842298,10.5.312.392,Side.red,True,Master Yi,Lux,Leona,Darius,Yasuo,Riven,Ashe,Syndra,Morgana,Olaf,3,0,3,2,0,True,False,True,True,False
3320842291,10.5.312.392,Side.blue,True,Nautilus,Diana,Nocturne,Leona,Aphelios,Yuumi,Jax,Miss Fortune,Ekko,Teemo,9,2,5,0,1,False,False,True,False,True
3320842291,10.5.312.392,Side.red,False,Master Yi,Sett,Talon,Garen,Yasuo,Irelia,Vi,Lux,Varus,Viktor,7,1,1,2,0,True,True,False,True,False
3320842284,10.5.312.392,Side.blue,False,Garen,Caitlyn,Diana,Aatrox,Darius,Lee Sin,Miss Fortune,Pyke,Vladimir,Twisted Fate,2,0,2,0,0,False,False,True,False,False
3320842284,10.5.312.392,Side.red,True,Yasuo,Blitzcrank,Mordekaiser,Senna,Yuumi,Lulu,Hecarim,Vayne,Renekton,Malzahar,11,3,2,2,1,True,True,False,True,True
3320842280,10.5.312.392,Side.blue,False,Rengar,Garen,Leona,Malzahar,Kassadin,Kha'Zix,Mordekaiser,Kai'Sa,Pyke,Vel'Koz,1,0,4,0,1,False,False,True,False,True
3320842280,10.5.312.392,Side.red,True,Jax,Elise,Darius,Jayce,Graves,Volibear,Ezreal,Sylas,Yuumi,Fiora,10,3,1,1,0,True,True,False,True,False
3320842274,10.5.312.392,Side.blue,False,Yuumi,Darius,Nautilus,Talon,Sona,Singed,Sylas,Jhin,Vel'Koz,Skarner,2,0,0,0,0,False,False,False,False,False
3320842274,10.5.312.392,Side.red,True,Yasuo,Ekko,Leona,Yuumi,Vladimir,Annie,Nocturne,Illaoi,Fiddlesticks,Ashe,11,3,4,2,1,True,True,True,True,True
3320842271,10.5.312.392,Side.blue,False,Zoe,Yorick,Master Yi,Malzahar,Senna,Lee Sin,Teemo,Kassadin,Caitlyn,Blitzcrank,7,1,1,1,2,True,True,True,True,True
3320842271,10.5.312.392,Side.red,True,Master Yi,Sylas,Sett,Aphelios,Elise,Shaco,Leona,Miss Fortune,Brand,Mordekaiser,4,1,5,0,0,False,False,False,False,False
3320842269,10.5.312.392,Side.blue,False,Talon,Yasuo,Ekko,Elise,Nautilus,Aphelios,Yuumi,Nocturne,Warwick,Kayle,0,0,0,0,0,False,False,False,False,False
3320842269,10.5.312.392,Side.red,True,Leona,Nautilus,Olaf,Diana,Miss Fortune,Darius,Rek'Sai,Kassadin,Lucian,Nami,5,1,2,1,0,True,True,True,True,False
3320842254,10.5.312.392,Side.blue,False,Sett,Darius,Diana,Jax,Leona,Kayn,Azir,Lucian,Vel'Koz,Varus,2,0,2,0,0,False,False,True,False,False
3320842254,10.5.312.392,Side.red,True,Nautilus,Morgana,Lee Sin,Yasuo,Darius,Miss Fortune,Blitzcrank,Garen,Kha'Zix,Tryndamere,7,0,1,1,0,True,False,False,True,False
3320842247,10.5.312.392,Side.blue,False,Blitzcrank,Ornn,Draven,Kayn,Zac,Renekton,Lux,Morgana,Kai'Sa,Fiddlesticks,4,0,2,1,0,False,False,False,True,False
3320842247,10.5.312.392,Side.red,True,Caitlyn,Kassadin,Blitzcrank,Nautilus,Malphite,Vayne,Sona,Nocturne,Sylas,Katarina,9,1,4,1,1,True,True,True,False,True
3320842246,10.5.312.392,Side.blue,True,Pyke,Yasuo,Master Yi,Nami,Illaoi,Kayn,Aatrox,Lux,Leona,Caitlyn,9,1,3,1,1,False,True,False,False,True
3320842246,10.5.312.392,Side.red,False,Zoe,Garen,Sett,Miss Fortune,NONE,Singed,Syndra,Akali,Olaf,Sylas,4,0,1,1,0,True,False,True,True,False
3320842242,10.5.312.392,Side.blue,True,Warwick,Aphelios,Diana,Ornn,Jhin,Ziggs,Miss Fortune,Senna,Kalista,Lee Sin,9,1,4,1,0,True,True,True,True,False
3320842242,10.5.312.392,Side.red,False,Leona,Kassadin,Shaco,Aphelios,Master Yi,Xin Zhao,Anivia,Wukong,Kai'Sa,Lux,5,1,1,0,0,False,False,False,False,False
3320842239,10.5.312.392,Side.blue,False,NONE,Morgana,Sett,Caitlyn,Jax,Taric,Darius,Aphelios,Master Yi,Malzahar,3,0,2,1,0,False,False,True,True,False
3320842239,10.5.312.392,Side.red,True,Ekko,Zed,Garen,Blitzcrank,Senna,Zac,Fiora,Zyra,Kai'Sa,Ahri,7,1,2,0,0,True,True,False,False,False
3320842231,10.5.312.392,Side.blue,True,Nautilus,Kassadin,Master Yi,Diana,Ornn,Tristana,Janna,Rumble,Katarina,Sejuani,2,0,3,1,0,True,False,True,True,False
3320842231,10.5.312.392,Side.red,False,Draven,Diana,Kled,Senna,Morgana,Twisted Fate,Maokai,Darius,Swain,Ekko,0,0,0,0,0,False,False,False,False,False
3320842228,10.5.312.392,Side.blue,False,Master Yi,Ashe,Yorick,Talon,Darius,Yasuo,Aphelios,Thresh,Warwick,Garen,1,0,1,0,0,False,False,False,False,False
3320842228,10.5.312.392,Side.red,True,Lux,Blitzcrank,Aatrox,Mordekaiser,Volibear,Ahri,Galio,Lucian,Nasus,Udyr,7,0,2,1,0,True,False,True,True,False
3320842219,10.5.312.392,Side.blue,True,Garen,Morgana,Ornn,Sett,Diana,Ashe,Thresh,Kayle,Talon,Evelynn,9,1,2,0,1,False,False,False,False,False
3320842219,10.5.312.392,Side.red,False,Sett,Zed,Senna,Master Yi,Veigar,Dr. Mundo,Bard,Fizz,Ivern,Syndra,9,4,3,0,1,True,True,True,False,True
3320842209,10.5.312.392,Side.blue,False,Ekko,Yuumi,Renekton,Yasuo,NONE,Master Yi,Fizz,Miss Fortune,Sett,Zyra,0,0,0,0,0,False,False,False,False,False
3320842209,10.5.312.392,Side.red,True,Ekko,Pyke,Darius,Yuumi,Sylas,Syndra,Aphelios,Shaco,Fiora,Soraka,0,0,0,0,0,False,False,False,False,False
3320842208,10.5.312.392,Side.blue,False,Swain,Garen,Darius,Ornn,NONE,Ezreal,Twisted Fate,Fiora,Nami,Malphite,5,1,1,0,0,True,False,False,False,False
3320842208,10.5.312.392,Side.red,True,Olaf,Blitzcrank,Yuumi,Senna,Sett,Warwick,Aphelios,Brand,Renekton,Qiyana,9,2,4,2,1,False,True,True,True,True
3320842205,10.5.312.392,Side.blue,True,Garen,Ekko,Darius,Fizz,Caitlyn,Vayne,Sett,Ahri,Nautilus,Gragas,9,2,4,0,1,False,True,True,False,True
3320842205,10.5.312.392,Side.red,False,Darius,Yuumi,Vladimir,Jhin,Master Yi,Neeko,Xayah,Tryndamere,Malzahar,Shyvana,4,0,0,1,0,True,False,False,True,False
3320842188,10.5.312.392,Side.blue,False,Yasuo,Aphelios,Blitzcrank,Pyke,Darius,Miss Fortune,Lux,Ahri,Shyvana,Garen,3,0,4,2,0,True,False,True,True,False
3320842188,10.5.312.392,Side.red,True,Senna,Katarina,Ornn,Master Yi,Thresh,Diana,Olaf,Kled,Kai'Sa,Yuumi,7,1,0,0,0,False,True,False,False,False
3320842184,10.5.312.392,Side.blue,False,Diana,Ornn,Senna,Leona,Fizz,Jax,Ekko,Talon,Bard,Ezreal,3,0,1,0,1,False,False,False,False,True
3320842184,10.5.312.392,Side.red,True,Tryndamere,Master Yi,Graves,Zed,Yasuo,Malzahar,Volibear,Warwick,Miss Fortune,Morgana,9,3,4,1,0,True,True,True,True,False
3320842172,10.5.312.392,Side.blue,True,Caitlyn,Diana,Rammus,Jax,Senna,Xin Zhao,Darius,Neeko,Vel'Koz,Kai'Sa,10,2,3,2,1,True,True,True,True,True
3320842172,10.5.312.392,Side.red,False,Master Yi,Kassadin,Aphelios,Teemo,Diana,Miss Fortune,Katarina,Garen,Olaf,Nautilus,0,0,0,0,0,False,False,False,False,False
3320842163,10.5.312.392,Side.blue,True,Master Yi,Taric,Morgana,Ekko,Darius,Sivir,Nautilus,Zac,Cassiopeia,Tryndamere,3,0,0,0,0,True,False,False,False,False
3320842163,10.5.312.392,Side.red,False,Miss Fortune,Master Yi,Sett,Elise,NONE,Heimerdinger,Sejuani,Kassadin,Alistar,Jayce,0,0,2,0,0,False,False,True,False,False
3320842146,10.5.312.392,Side.blue,False,Vayne,Yasuo,Lee Sin,Illaoi,NONE,Veigar,Yuumi,Nasus,Jinx,Jax,1,0,1,0,0,False,False,False,False,False
3320842146,10.5.312.392,Side.red,True,Yasuo,Master Yi,Pyke,Fiora,Aphelios,Shyvana,Draven,Darius,Blitzcrank,Ahri,9,1,2,1,0,True,True,True,True,False
